"","artist","date","year","month","quarter","half","auction_house","ah_code","title","medium","med_group","med_code","signed","dum_signed","dum_dated","dum_titled","price","size_framed","area","price_area","er","pound_price","nr_works","hammer_price","timedummy","lnprice","lnarea","lnarea2","lnsculpt_area","counter","rank_all","rank_total","reputation","lnrep","id"
"2178","Battiss, Walter Whall",2014-08-02,2014,8,3,2,"Russell Kaplan","Russell Kaplan","Females","screenprint","Print/woodcut","Print/Woodcut","signed edition 30/30","1","0","0",13000,"45cm x 64cm",2880,4.51,NA,NA,1,13000,"2014 Q3",9.47270463644367,7.96554557312999,63.4499162776108,0,59,1,1,1,0,459
"2192","Battiss, Walter Whall",2013-05-11,2013,5,2,1,"Russell Kaplan","Russell Kaplan","Goddess","silkscreen","Print/woodcut","Print/Woodcut","Signed  AP 3/5","1","0","0",15000,"45cm x 64cm",2880,5.21,NA,NA,1,15000,"2013 Q2",9.61580548008435,7.96554557312999,63.4499162776108,0,54,1,1,1,0,461
"2207","Battiss, Walter Whall",2005-10-14,2005,10,4,2,"Ashbeys","Ashbeys","Erotic scene","Silkscreen","Print/woodcut","Print/Woodcut",NA,"0","0","0",4600,NA,NA,NA,NA,NA,1,4600,"2005 Q4",8.43381158247719,NA,NA,0,24,1,1,1,0,NA
"2217","Battiss, Walter Whall",2008-05-28,2008,5,2,1,"Stephan Welz & Co","Stephan Welz","Neo-Marabaraba","silkscreen in colours","Print/woodcut","Print/Woodcut","signed, inscribed with the title & numbered 29/30 in pencil in the margin","1","0","1",7500,"50cm x 42.5cm",2125,3.53,NA,NA,1,7500,"2008 Q2",8.9226582995244,7.66152708135852,58.69899721839,0,34,1,1,1,0,377
"2220","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Abstract","oil on canvas","Oil","Oil","signed","1","0","0",120000,"42cm x 49,5cm",2079,57.72,NA,NA,1,120000,"2011 Q3",11.6952470217642,7.63964228785801,58.3641342864284,0,47,1,1,1,0,371
"2241","Battiss, Walter Whall",2013-09-16,2013,9,3,2,"Bernardi","Bernardi","Erotic Collage","Lithograph","Print/woodcut","Print/Woodcut","Signed in the image & Dated 1972, Signed again in pencil & numbered 19/250  ","1","1","0",3750,"20cm x 25.5cm sheet size",510,7.35,NA,NA,1,3750,"2013 Q3",8.22951111896446,6.23441072571837,38.8678770969523,0,55,1,1,1,0,693
"2247","Battiss, Walter Whall",2013-11-11,2013,11,4,2,"Strauss & Co","Strauss","Orgy 4","colour screenprint","Print/woodcut","Print/Woodcut","signed, numbered 25/39 and inscribed with the title in pencil in the margin","1","0","1",28000,"45cm x 63cm sheet size",2835,9.88,NA,NA,1,28000,"2013 Q4",10.2399597891573,7.94979721616185,63.1992757780947,0,56,1,1,1,0,452
"2258","Battiss, Walter Whall",2011-02-22,2011,2,1,1,"Stephan Welz & Co","Stephan Welz","Limpopo","silkscreen","Print/woodcut","Print/Woodcut","silkscreen printed in colours, signed and numbered 103/250 in pencil in the margin","1","0","0",4500,"47.5cm x 61.5cm sheet size",2921,1.54,NA,NA,1,4500,"2011 Q1",8.41183267575841,7.97968130238774,63.6753136876765,0,45,1,1,1,0,467
"2267","Battiss, Walter Whall",2015-08-01,2015,8,3,2,"Russell Kaplan Auctioneers","Russell Kaplan","Kouros ","Poster","Print/woodcut","Print/Woodcut","signed By Giles Battiss","1","0","0",1000,"48.5cm x 70cm. unframed",3395,0.29,NA,NA,1,1000,"2015 Q3",6.90775527898214,8.1300590399928,66.0978599937686,0,63,1,1,1,0,497
"2331","Battiss, Walter Whall",2013-05-20,2013,5,2,1,"Strauss & Co","Strauss","Neo-Marabaraba","silkscreen in colours","Print/woodcut","Print/Woodcut","Signed, numbered 27/30 and inscribed with the Title in pencil in the margin; marked with the Galerie 21 Editions stamp   ","1","0","1",12000,"50cm x 42.5cm image size",2125,5.65,NA,NA,1,12000,"2013 Q2",9.39266192877014,7.66152708135852,58.69899721839,0,54,1,1,1,0,377
"2342","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","The Market Place","oil on board","Oil","Oil","signed","1","0","0",70000,"24.5cm x 31cm",760,92.17,NA,NA,1,70000,"2011 Q3",11.1562505210315,6.63331843328038,44.0009134372972,0,47,1,1,1,0,182
"2343","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Abstract","oil on canvas","Oil","Oil","signed","1","0","0",120000,"42cm x 49.5cm",2079,57.72,NA,NA,1,120000,"2011 Q3",11.6952470217642,7.63964228785801,58.3641342864284,0,47,1,1,1,0,371
"2344","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Oranjezicht, Cape Town","watercolour","Watercolour","Watercolour","signed and inscribed with the title","1","0","1",20000,"33.5cm x 47cm",1575,12.7,NA,NA,1,20000,"2011 Q3",9.90348755253613,7.36201055125973,54.1991993568596,0,47,1,1,1,0,308
"2345","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Untitled","silkscreen printed in colours, unframed","Print/woodcut","Print/Woodcut","signed and numbered 21/25 in pencil in the margin,","1","0","0",10000,"45cm x 60cm sheet size",2700,3.7,NA,NA,1,10000,"2011 Q3",9.21034037197618,7.90100705199242,62.425912435634,0,47,1,1,1,0,440
"2346","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Downtown, New York","watercolour","Watercolour","Watercolour","signed, dated 1974 and inscribed with the title","1","1","1",20000,"38cm x 56.5cm",2147,9.32,NA,NA,1,20000,"2011 Q3",9.90348755253613,7.67182679787878,58.856926416651,0,47,1,1,1,0,853
"2347","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Magic Sticks","silkscreen printed in colours","Print/woodcut","Print/Woodcut","signed, inscribed with the title and numbered 9/30 in pencil in the margin, unframed","1","0","1",10000,"42cm x 61cm",2562,3.9,NA,NA,1,10000,"2011 Q3",9.21034037197618,7.84854348245668,61.5996347960132,0,47,1,1,1,0,406
"2366","Battiss, Walter Whall",2011-02-14,2011,2,1,1,"Bernardi","Bernardi","Island God","Screenprint in colours","Print/woodcut","Print/Woodcut","signed in pencil inscribed with the title & numbered 24/30","1","0","1",10500,"43.5cm x 62cm",2697,3.89,NA,NA,1,10500,"2011 Q1",9.25913053614561,7.89989532313973,62.408346116565,0,45,1,1,1,0,428
"2418","Battiss, Walter Whall",2014-11-25,2014,11,4,2,"Stephan Welz & Co","Stephan Welz","Butterfly Boy","silkscreen printed in colours","Print/woodcut","Print/Woodcut","silkscreen printed in colours, signed and numbered 6/25 in pencil in the margin","1","0","0",12000,"45cm x 64cm. unframed sheet size",2880,4.17,NA,NA,1,12000,"2014 Q4",9.39266192877014,7.96554557312999,63.4499162776108,0,60,1,1,1,0,458
"2442","Battiss, Walter Whall",2009-10-22,2009,10,4,2,"Stephan Welz & Co","Stephan Welz","The Multi-Coloured Stockings","silkscreen","Print/woodcut","Print/Woodcut","silkscreen printed in colours - signed - inscribed printers proof and numbered 2/5 in pencil in the margin","1","0","0",22000,"64cm x 45cm",2880,7.64,NA,NA,1,22000,"2009 Q4",9.99879773234045,7.96554557312999,63.4499162776108,0,40,1,1,1,0,463
"2457","Battiss, Walter Whall",2009-11-08,2009,11,4,2,"Bernardi","Bernardi","Athens","Pen & ink","Drawing","Drawing","signed & dated 11.1.68 & inscribed with the title in the image ","1","1","1",2000,"46cm x 37cm",1702,1.18,NA,NA,1,2000,"2009 Q4",7.60090245954208,7.43955930913332,55.3470427141122,0,40,1,1,1,0,816
"2458","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Magic Sticks","silkscreen printed in colours","Print/woodcut","Print/Woodcut","signed, inscribed with the title and numbered 9/30 in pencil in the margin, unframed","1","0","1",10000,"42cm x 61cm",2562,3.9,NA,NA,1,10000,"2011 Q3",9.21034037197618,7.84854348245668,61.5996347960132,0,47,1,1,1,0,406
"2459","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Untitled","silkscreen printed in colours, unframed","Print/woodcut","Print/Woodcut","signed and numbered 21/25 in pencil in the margin,","1","0","0",10000,"45cm x 60cm sheet size",2700,3.7,NA,NA,1,10000,"2011 Q3",9.21034037197618,7.90100705199242,62.425912435634,0,47,1,1,1,0,440
"2469","Battiss, Walter Whall",2010-11-01,2010,11,4,2,"Strauss & Co","Strauss","Nudes","screenprint in colour","Print/woodcut","Print/Woodcut","signed, numbered 8/30 & inscribed with the title in pencil in the margin","1","0","1",36000,"41cm x 60cm",2460,14.63,NA,NA,1,36000,"2010 Q4",10.4912742174382,7.80791662892641,60.9635620842655,0,44,1,1,1,0,401
"2502","Battiss, Walter Whall",2011-11-07,2011,11,4,2,"Strauss & Co","Strauss","Black Rock and Crystals","silkscreen in colour","Print/woodcut","Print/Woodcut","signed and inscribed with the title in pencil in the margin","1","0","1",5000,"28cm x 43cm",1204,4.15,NA,NA,1,5000,"2011 Q4",8.51719319141624,7.09340462586877,50.3163891862964,0,48,1,1,1,0,260
"2542","Battiss, Walter Whall",2015-05-26,2015,5,2,1,"Stephan Welz & Co","Stephan Welz","Figures And Characters","silkscreen printed in colours","Print/woodcut","Print/Woodcut","signed and numbered 220/250 in pencil in the margin","1","0","0",7000,"29cm x 40,5cm sheet size",1175,5.96,NA,NA,1,7000,"2015 Q2",8.85366542803745,7.06902342657826,49.9710922055122,0,62,1,1,1,0,252
"2565","Battiss, Walter Whall",2014-03-29,2014,3,1,1,"Russell Kaplan","Russell Kaplan","Untitled","screenprint","Print/woodcut","Print/Woodcut","signed  edition 14/25","1","0","0",19000,"45cm x 64cm",2880,6.6,NA,NA,1,19000,"2014 Q1",9.85219425814858,7.96554557312999,63.4499162776108,0,57,1,1,1,0,464
"2567","Battiss, Walter Whall",2005-10-14,2005,10,4,2,"Ashbeys","Ashbeys","Erotic scene","Silkscreen","Print/woodcut","Print/Woodcut",NA,"0","0","0",2200,NA,NA,NA,NA,NA,1,2200,"2005 Q4",7.69621263934641,NA,NA,0,24,1,1,1,0,NA
"2581","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Oranjezicht, Cape Town","watercolour","Watercolour","Watercolour","signed and inscribed with the title","1","0","1",20000,"33,5cm x 47cm",1575,12.7,NA,NA,1,20000,"2011 Q3",9.90348755253613,7.36201055125973,54.1991993568596,0,47,1,1,1,0,308
"2583","Battiss, Walter Whall",2011-09-26,2011,9,3,2,"Strauss & Co","Strauss","Downtown, New York","watercolour","Watercolour","Watercolour","signed, dated 1974 and inscribed with the title","1","1","1",20000,"38cm x 56,5cm",2147,9.32,NA,NA,1,20000,"2011 Q3",9.90348755253613,7.67182679787878,58.856926416651,0,47,1,1,1,0,853
"2585","Battiss, Walter Whall",2009-11-22,2009,11,4,2,"5th avenue ","5th Avenue","Rhodes University from Westhill","Lithograph","Print/woodcut","Print/Woodcut","Signed in the Plate","1","0","0",550,"34cm x 48cm",1632,0.34,NA,NA,1,550,"2009 Q4",6.30991827822652,7.39756153552405,54.723916671865,0,40,1,1,1,0,314
"2619","Battiss, Walter Whall",2003-10-20,2003,10,4,2,"Stephan Welz & Co","Stephan Welz","An Extensive Landscape With A River","oil on canvas","Oil","Oil","signed & dated 1942","1","1","0",17000,"44.5cm x 54.5cm",2425,7.01,NA,NA,1,17000,"2003 Q4",9.74096862303835,7.79358680337158,60.7399952616877,0,16,1,1,1,0,869
"2625","Battiss, Walter Whall",2003-10-20,2003,10,4,2,"Stephan Welz & Co","Stephan Welz","Green Landscape With Figures","oil on canvas","Oil","Oil","signed","1","0","0",36000,"34cm x 43.5cm",1479,24.34,NA,NA,1,36000,"2003 Q4",10.4912742174382,7.2991214627108,53.2771741274054,0,16,1,1,1,0,295
"2659","Battiss, Walter Whall",2009-03-31,2009,3,1,1,"Bernardi","Bernardi","Seychelles","Screenprint in colour","Print/woodcut","Print/Woodcut","signed in pencil & numbered 29/45 ","1","0","0",6000,"64cm x 90cm",5760,1.04,NA,NA,1,6000,"2009 Q1",8.69951474821019,8.65869275368994,74.9729602028026,0,37,1,1,1,0,591
"2681","Battiss, Walter Whall",2013-05-11,2013,5,2,1,"Russell Kaplan","Russell Kaplan","Untitled","silkscreen","Print/woodcut","Print/Woodcut","Signed  AP 1/1","1","0","0",11000,"45cm x 64cm",2880,3.82,NA,NA,1,11000,"2013 Q2",9.30565055178051,7.96554557312999,63.4499162776108,0,54,1,1,1,0,464
"2692","Battiss, Walter Whall",2013-12-07,2013,12,4,2,"Russell Kaplan","Russell Kaplan","Females","screenprint","Print/woodcut","Print/Woodcut","signed  edition 2/30","1","0","0",14000,"45cm x 64cm",2880,4.86,NA,NA,1,14000,"2013 Q4",9.5468126085974,7.96554557312999,63.4499162776108,0,56,1,1,1,0,459
"2708","Battiss, Walter Whall",2012-06-23,2012,6,2,1,"5th Avenue","5th Avenue","Burghersdorp C.P. ","Linocut ","Print/woodcut","Print/Woodcut","Signed & Numbered 63/150 in Pencil ","1","0","0",2000,"30cm x 37cm",1110,1.8,NA,NA,1,2000,"2012 Q2",7.60090245954208,7.01211529430638,49.1697609006454,0,50,1,1,1,0,237
"2732","Battiss, Walter Whall",2015-04-21,2015,4,2,1,"Stephan Welz & Co","Stephan Welz","Figures And Characters","silkscreen printed in colours","Print/woodcut","Print/Woodcut","signed and numbered 242/250 in pencil in the margin","1","0","0",6000,"29cm x 40,5cm sheet size ",1175,5.11,NA,NA,1,6000,"2015 Q2",8.69951474821019,7.06902342657826,49.9710922055122,0,62,1,1,1,0,252
"2751","Battiss, Walter Whall",2013-08-25,2013,8,3,2,"5th Avenue","5th Avenue","Rhodes University from Westhill","Reproduction","Print/woodcut","Print/Woodcut","Signed in the Plate","1","0","0",900,"34cm x 48cm",1632,0.55,NA,NA,1,900,"2013 Q3",6.80239476332431,7.39756153552405,54.723916671865,0,55,1,1,1,0,314
"2756","Battiss, Walter Whall",2012-02-06,2012,2,1,1,"Strauss & Co","Strauss","Four Excessive Females","silkscreen in colours","Print/woodcut","Print/Woodcut","signed and numbered 11/25 in pencil in the margin, inscribed with the title in ink","1","0","1",12000,"64cm x 45cm",2880,4.17,NA,NA,1,12000,"2012 Q1",9.39266192877014,7.96554557312999,63.4499162776108,0,49,1,1,1,0,460
"2761","Battiss, Walter Whall",2010-12-10,2010,12,4,2,"5th avenue ","5th Avenue","Tenuate Dospan","Ceramic Tile","Sculpture","Sculpture","Signed & Dated 1970","1","1","0",9200,"15cm x 15cm",15,613.33,NA,NA,1,9200,"2010 Q4",9.12695876303713,2.70805020110221,7.33353589168972,2.70805020110221,44,1,1,1,0,652
"2777","Battiss, Walter Whall",2015-11-08,2015,11,4,2,"Strauss & Co","Strauss","Orgy 4","Colour Screenprint","Print/woodcut","Print/Woodcut","signed, numbered 25/39 and inscribed with the title in pencil in the margin","1","0","1",38000,"45cm x 63cm sheet size",2835,13.4,NA,NA,1,38000,"2015 Q4",10.5453414387085,7.94979721616185,63.1992757780947,0,64,1,1,1,0,452
"2798","Battiss, Walter Whall",2015-11-08,2015,11,4,2,"Strauss & Co","Strauss","Orgy","Colour Screenprint","Print/woodcut","Print/Woodcut","signed and numbered 45/45 in pencil in the margin","1","0","0",30000,"45cm x 64cm sheet size",2880,10.42,NA,NA,1,30000,"2015 Q4",10.3089526606443,7.96554557312999,63.4499162776108,0,64,1,1,1,0,462
"2809","Battiss, Walter Whall",2011-10-19,2011,10,4,2,"Stephan Welz & Co","Stephan Welz","The Multi-Coloured Stockings","silkscreen printed in colours","Print/woodcut","Print/Woodcut","signed and numbered 16/25 in pencil in the margin","1","0","0",22000,"64cm x 45cm sheet size",2880,7.64,NA,NA,1,22000,"2011 Q4",9.99879773234045,7.96554557312999,63.4499162776108,0,48,1,1,1,0,463
"2908","Battiss, Walter Whall",2014-09-28,2014,9,3,2,"5th Avenue","5th Avenue","Bar Bizarre","White Ink on Paper","Drawing","Drawing","signed dated 1982 & titled","1","1","1",20000,"35cm x 50cm",1750,11.43,NA,NA,1,20000,"2014 Q3",9.90348755253613,7.46737106691756,55.7616306510375,0,59,1,1,1,0,820
"2932","Battiss, Walter Whall",2013-05-20,2013,5,2,1,"Strauss & Co","Strauss","Island God","screenprint in colours","Print/woodcut","Print/Woodcut","Signed, numbered 6/30 and inscribed with the Title in pencil in the margin   ","1","0","1",15000,"62cm x 43cm image size",2666,5.63,NA,NA,1,15000,"2013 Q2",9.61580548008435,7.88833450073865,62.2258211955437,0,54,1,1,1,0,422
"2966","Battiss, Walter Whall",2012-11-12,2012,11,4,2,"Strauss & Co","Strauss","The Sleeper","silkscreen in colours","Print/woodcut","Print/Woodcut","Signed, numbered 2/10 and inscribed with the Title in pencil in the margin","1","0","1",10000,"43cm x 54cm",2322,4.31,NA,NA,1,10000,"2012 Q4",9.21034037197618,7.75018416225784,60.0653545489122,0,52,1,1,1,0,395
"2973","Battiss, Walter Whall",2009-09-10,2009,9,3,2,"Bernardi","Bernardi","Bushveld","Silkscreen in colour","Print/woodcut","Print/Woodcut","signed in pencil & inscribed with the title ","1","0","1",2300,"26cm x 47.5",1222,1.88,NA,NA,1,2300,"2009 Q3",7.74066440191724,7.10824413973154,50.5271347500278,0,39,1,1,1,0,264
"3022","Battiss, Walter Whall",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","The family","oil on canvas","Oil","Oil","signed","1","0","0",77000,"40cm x 30cm",1200,64.17,NA,NA,1,77000,"2011 Q3",11.2515607008358,7.09007683577609,50.2691895372087,0,47,1,1,1,0,259
"3023","Battiss, Walter Whall",2011-09-17,2011,9,3,2,"Russell Kaplan","Russell Kaplan","The family","oil on canvas","Oil","Oil","signed","1","0","0",77000,"40cm x 30cm",1200,64.17,NA,NA,1,77000,"2011 Q3",11.2515607008358,7.09007683577609,50.2691895372087,0,47,1,1,1,0,259
"3033","Battiss, Walter Whall",2015-05-09,2015,5,2,1,"Russell Kaplan Auctioneers","Russell Kaplan","Orgy",NA,"Print/woodcut","Print/Woodcut","signed   ","1","0","0",22000,"47cm x 50cm",2350,9.36,NA,NA,1,22000,"2015 Q2",9.99879773234045,7.7621706071382,60.2512925343203,0,62,1,1,1,0,396
"3079","Battiss, Walter Whall",2011-11-16,2011,11,4,2,"Stephan Welz & Co","Stephan Welz","Limpopo","silkscreen","Print/woodcut","Print/Woodcut","silkscreen printed in colours, signed and numbered 101/250 in pencil in the margin","1","0","0",8000,"47.5cm x 61.5cm sheet size",2921,2.74,NA,NA,1,8000,"2011 Q4",8.98719682066197,7.97968130238774,63.6753136876765,0,48,1,1,1,0,467
"3121","Battiss, Walter Whall",2015-07-27,2015,7,3,2,"Bernardi","Bernardi","River","Embossed Linocut","Print/woodcut","Print/Woodcut","signed in pencil,  numbered 2/20 and titled ","1","0","1",14000,"28cm x 37.5cm",1050,13.33,NA,NA,1,14000,"2015 Q3",9.5468126085974,6.95654544315157,48.3935245026329,0,63,1,1,1,0,229
"3182","Battiss, Walter Whall",2013-04-17,2013,4,2,1,"Bernardi","Bernardi","Island God","Screen-print in colours","Print/woodcut","Print/Woodcut","Signed in pencil. inscribed with the Title & numbered 24/30","1","0","1",13000,"43.5cm x 62cm ",2697,4.82,NA,NA,1,13000,"2013 Q2",9.47270463644367,7.89989532313973,62.408346116565,0,54,1,1,1,0,428
"3188","Battiss, Walter Whall",2001-11-12,2001,11,4,2,"Stephan Welz & Co","Stephan Welz","An Extensive Landscape With A River","oil on canvas","Oil","Oil","signed & dated 1942","1","1","0",16000,"44.5cm x 54.5cm",2425,6.6,NA,NA,1,16000,"2001 Q4",9.68034400122192,7.79358680337158,60.7399952616877,0,8,1,1,1,0,869
"3199","Battiss, Walter Whall",2010-11-29,2010,11,4,2,"Bernardi","Bernardi","Limpopo","Print","Print/woodcut","Print/Woodcut","signed in pencil & numbered 91/200","1","0","0",1300,"29.5cm x 23cm",679,1.92,NA,NA,1,1300,"2010 Q4",7.17011954344963,6.5206211275587,42.5184998891648,0,44,1,1,1,0,161
"3201","Battiss, Walter Whall",2015-06-20,2015,6,2,1,"Russell Kaplan Auctioneers","Russell Kaplan","Orgy",NA,"Print/woodcut","Print/Woodcut","Signed","1","0","0",14000,"47cm x 50cm",2350,5.96,NA,NA,1,14000,"2015 Q2",9.5468126085974,7.7621706071382,60.2512925343203,0,62,1,1,1,0,396
"3220","Battiss, Walter Whall",2001-11-12,2001,11,4,2,"Stephan Welz & Co","Stephan Welz","Zook Island Stamp Issue: Self Portrait: Alpha Batt 155, In A Marginal Block Of 9 With A Colour Guide","screenprint in colour","Print/woodcut","Print/Woodcut","screen-print in colours, signed & numbered 175/250 in pencil in the margin","1","0","0",1400,"25.5cm x 21.5cm",548,2.55,NA,NA,1,1400,"2001 Q4",7.24422751560335,6.30627528694802,39.7691079947713,0,8,1,1,1,0,129
"3247","Battiss, Walter Whall",2001-03-27,2001,3,1,1,"Stephan Welz & Co","Stephan Welz","Zook Island Stamp Issue: Self Portrait, In Marginal Block Of 9 With Colour Guide In The Upper Margin","screenprint in colour","Print/woodcut","Print/Woodcut","signed & numbered 167/250 in pencil in the margin","1","0","0",1800,"25.5cm x 21.5cm",548,3.28,NA,NA,1,1800,"2001 Q1",7.49554194388426,6.30627528694802,39.7691079947713,0,5,1,1,1,0,128
"3273","Battiss, Walter Whall",2014-02-25,2014,2,1,1,"Stephan Welz & Co","Stephan Welz","Limpopo","oil on canvas","Oil","Oil","signed","1","0","0",80000,"25cm x 30cm",750,106.67,NA,NA,1,80000,"2014 Q1",11.289781913656,6.62007320653036,43.8253692598211,0,57,1,1,1,0,179
